x_uk	x_O0C_rate	합계 : PP_wTx	합계 : PP_cnt_plus 	합계 : PP_cnt_minus 	합계 : PR_sum_rate	합계 : PR_cnt_rate	 score 
355-365	0.2-0.21	-6.86	0	2	0	0	 - 
365-375	0.15-0.16	-1.76	0	2	0	0	 - 
365-375	0.21-0.22	-2.48	0	1	0	0	 - 
375-385	0.12-0.13	-4.02	0	4	0	0	 - 
375-385	0.18-0.19	-0.78	0	1	0	0	 - 
375-385	0.19-0.2	-4.46	0	2	0	0	 - 
385-395	0.2-0.21	-2.66	0	2	0	0	 - 
385-395	0.21-0.22	-2.76	0	2	0	0	 - 
385-395	0.22-0.23	-0.28	0	1	0	0	 - 
385-395	0.23-0.24	-2.86	0	2	0	0	 - 
395-405	0.14-0.15	-3.86	0	2	0	0	 - 
395-405	0.16-0.17	-7.64	0	3	0	0	 - 
395-405	0.19-0.2	-6.83	0	1	0	0	 - 
395-405	0.2-0.21	-3.08	0	1	0	0	 - 
395-405	0.21-0.22	-2.33	0	1	0	0	 - 
395-405	0.23-0.24	-4.93	0	1	0	0	 - 
405-415	0.16-0.17	-6.96	0	2	0	0	 - 
405-415	0.17-0.18	-7.36	0	2	0	0	 - 
405-415	0.21-0.22	-2.56	0	2	0	0	 - 
415-425	0.19-0.2	-2.18	0	1	0	0	 - 
415-425	0.21-0.22	-6.81	0	2	0	0	 - 
415-425	0.22-0.23	-3.98	0	1	0	0	 - 
415-425	0.24-0.25	-4.31	0	2	0	0	 - 
425-435	0.14-0.15	-4.36	0	2	0	0	 - 
425-435	0.15-0.16	-4.96	0	2	0	0	 - 
425-435	0.18-0.19	-4.08	0	1	0	0	 - 
425-435	0.19-0.2	-0.38	0	1	0	0	 - 
435-445	0.18-0.19	-3.96	0	2	0	0	 - 
435-445	0.21-0.22	-5.51	0	2	0	0	 - 
435-445	0.22-0.23	-9.24	0	3	0	0	 - 
445-455	0.13-0.14	-2.33	0	1	0	0	 - 
445-455	0.16-0.17	-21.62	0	4	0	0	 - 
445-455	0.19-0.2	-0.28	0	1	0	0	 - 
445-455	0.2-0.21	-0.28	0	1	0	0	 - 
445-455	0.21-0.22	-8.61	0	2	0	0	 - 
445-455	0.25-0.26	-2.68	0	1	0	0	 - 
455-465	0.18-0.19	-4.11	0	2	0	0	 - 
465-475	0.18-0.19	-4.44	0	3	0	0	 - 
465-475	0.19-0.2	-1.08	0	1	0	0	 - 
475-485	0.17-0.18	-1.28	0	1	0	0	 - 
475-485	0.18-0.19	-4.28	0	1	0	0	 - 
475-485	0.21-0.22	-7.86	0	2	0	0	 - 
475-485	0.26-0.27	-0.28	0	1	0	0	 - 
475-485	0.27-0.28	-4.48	0	1	0	0	 - 
485-495	0.15-0.16	-3.51	0	2	0	0	 - 
485-495	0.16-0.17	-3.91	0	2	0	0	 - 
485-495	0.17-0.18	-0.13	0	1	0	0	 - 
495-505	0.09-0.1	-7.88	0	6	0	0	 - 
495-505	0.11-0.12	-2.23	0	1	0	0	 - 
495-505	0.15-0.16	-0.28	0	1	0	0	 - 
495-505	0.18-0.19	-2.98	0	1	0	0	 - 
495-505	0.19-0.2	-14.48	0	1	0	0	 - 
495-505	0.2-0.21	-3.24	0	3	0	0	 - 
505-515	0.12-0.13	-0.28	0	1	0	0	 - 
505-515	0.16-0.17	-7.28	0	1	0	0	 - 
505-515	0.17-0.18	-0.13	0	1	0	0	 - 
505-515	0.22-0.23	-2.86	0	2	0	0	 - 
505-515	0.24-0.25	-3.33	0	1	0	0	 - 
505-515	0.28-0.29	-4.28	0	1	0	0	 - 
515-525	0.17-0.18	-0.18	0	1	0	0	 - 
515-525	0.19-0.2	-2.78	0	1	0	0	 - 
515-525	0.24-0.25	-4.13	0	1	0	0	 - 
525-535	0.16-0.17	-7.82	0	4	0	0	 - 
525-535	0.17-0.18	-0.31	0	2	0	0	 - 
535-545	0.2-0.21	-3.38	0	1	0	0	 - 
535-545	0.27-0.28	-1.98	0	1	0	0	 - 
545-555	0.08-0.09	-5.19	0	3	0	0	 - 
545-555	0.18-0.19	-2.88	0	1	0	0	 - 
545-555	0.2-0.21	-0.28	0	1	0	0	 - 
545-555	0.21-0.22	-9.56	0	2	0	0	 - 
555-565	0.1-0.11	-15.11	0	2	0	0	 - 
555-565	0.13-0.14	-3.96	0	2	0	0	 - 
555-565	0.15-0.16	-0.03	0	1	0	0	 - 
565-575	0.1-0.11	-2.64	0	3	0	0	 - 
565-575	0.16-0.17	-2.61	0	2	0	0	 - 
565-575	0.19-0.2	-3.88	0	1	0	0	 - 
565-575	0.2-0.21	-0.73	0	1	0	0	 - 
565-575	0.22-0.23	-14.08	0	1	0	0	 - 
575-585	0.12-0.13	-1.86	0	2	0	0	 - 
575-585	0.25-0.26	-1.58	0	1	0	0	 - 
585-595	0.18-0.19	-2.81	0	2	0	0	 - 
585-595	0.19-0.2	-4.41	0	2	0	0	 - 
585-595	0.2-0.21	-5.56	0	2	0	0	 - 
585-595	0.21-0.22	-3.38	0	1	0	0	 - 
585-595	0.23-0.24	-2.13	0	1	0	0	 - 
595-605	0.15-0.16	-4.16	0	2	0	0	 - 
595-605	0.16-0.17	-0.13	0	1	0	0	 - 
595-605	0.26-0.27	-9.18	0	1	0	0	 - 
605-615	0.16-0.17	-7.66	0	2	0	0	 - 
605-615	0.24-0.25	-3.68	0	1	0	0	 - 
615-625	0.14-0.15	-4.49	0	3	0	0	 - 
615-625	0.17-0.18	-2.33	0	1	0	0	 - 
615-625	0.19-0.2	-5.01	0	2	0	0	 - 
615-625	0.24-0.25	-1.68	0	1	0	0	 - 
615-625	0.26-0.27	-1.38	0	1	0	0	 - 
615-625	>0.3	-8.43	0	1	0	0	 - 
625-635	0.07-0.08	-2.64	0	3	0	0	 - 
635-645	0.12-0.13	-1.83	0	1	0	0	 - 
635-645	0.14-0.15	-4.66	0	2	0	0	 - 
635-645	0.21-0.22	-0.28	0	1	0	0	 - 
635-645	0.22-0.23	-1.38	0	1	0	0	 - 
645-655	0.08-0.09	-5.61	0	2	0	0	 - 
645-655	0.15-0.16	-9.81	0	2	0	0	 - 
645-655	0.22-0.23	-0.13	0	1	0	0	 - 
645-655	0.24-0.25	-3.46	0	2	0	0	 - 
645-655	0.25-0.26	-9.14	0	3	0	0	 - 
645-655	0.26-0.27	-8.76	0	2	0	0	 - 
655-665	0.13-0.14	-1.18	0	1	0	0	 - 
655-665	0.14-0.15	-4.06	0	2	0	0	 - 
655-665	0.27-0.28	-5.78	0	1	0	0	 - 
665-675	0.05-0.06	-0.93	0	1	0	0	 - 
675-685	0.12-0.13	-3.53	0	1	0	0	 - 
675-685	0.18-0.19	-3.76	0	2	0	0	 - 
675-685	0.19-0.2	-1.08	0	1	0	0	 - 
675-685	0.23-0.24	-10.68	0	1	0	0	 - 
685-695	0.11-0.12	-2.06	0	2	0	0	 - 
685-695	0.14-0.15	-5.18	0	1	0	0	 - 
685-695	0.25-0.26	-4.18	0	1	0	0	 - 
685-695	0.28-0.29	-5.88	0	1	0	0	 - 
695-705	0.11-0.12	-4.42	0	4	0	0	 - 
695-705	0.19-0.2	-1.48	0	1	0	0	 - 
705-715	0.1-0.11	-0.28	0	1	0	0	 - 
705-715	0.14-0.15	-0.28	0	1	0	0	 - 
705-715	0.17-0.18	-2.38	0	1	0	0	 - 
705-715	0.18-0.19	-1.13	0	1	0	0	 - 
705-715	0.19-0.2	-9.98	0	1	0	0	 - 
715-725	0.11-0.12	-4.56	0	2	0	0	 - 
715-725	0.12-0.13	-9.62	0	4	0	0	 - 
715-725	0.27-0.28	-3.28	0	1	0	0	 - 
725-735	0.14-0.15	-0.28	0	1	0	0	 - 
725-735	0.16-0.17	-0.83	0	1	0	0	 - 
725-735	0.17-0.18	-4.76	0	2	0	0	 - 
725-735	0.19-0.2	-5.06	0	2	0	0	 - 
725-735	0.27-0.28	-0.13	0	1	0	0	 - 
735-745	0.06-0.07	-4.27	0	4	0	0	 - 
735-745	0.15-0.16	-0.98	0	1	0	0	 - 
735-745	0.16-0.17	-1.31	0	2	0	0	 - 
735-745	0.17-0.18	-1.58	0	1	0	0	 - 
735-745	0.2-0.21	-1.33	0	1	0	0	 - 
745-755	0.05-0.06	-3.37	0	4	0	0	 - 
745-755	0.11-0.12	-1.08	0	1	0	0	 - 
745-755	0.12-0.13	-1.88	0	1	0	0	 - 
745-755	>0.3	-5.63	0	1	0	0	 - 
755-765	0.1-0.11	-1.63	0	1	0	0	 - 
755-765	0.12-0.13	-6.48	0	1	0	0	 - 
755-765	0.13-0.14	-3.06	0	2	0	0	 - 
755-765	0.15-0.16	-5.48	0	1	0	0	 - 
755-765	0.16-0.17	-5.58	0	1	0	0	 - 
755-765	0.17-0.18	-3.16	0	2	0	0	 - 
755-765	0.18-0.19	-21.72	0	4	0	0	 - 
755-765	0.19-0.2	-0.28	0	1	0	0	 - 
755-765	0.2-0.21	-1.16	0	2	0	0	 - 
755-765	0.24-0.25	-2.68	0	1	0	0	 - 
755-765	0.28-0.29	-5.48	0	1	0	0	 - 
765-775	0.07-0.08	-7.95	0	5	0	0	 - 
765-775	0.1-0.11	-16.28	0	1	0	0	 - 
765-775	0.11-0.12	-0.13	0	1	0	0	 - 
765-775	0.16-0.17	-2.78	0	1	0	0	 - 
765-775	0.2-0.21	-1.28	0	1	0	0	 - 
775-785	0.07-0.08	-1.87	0	4	0	0	 - 
775-785	0.19-0.2	-1.38	0	1	0	0	 - 
775-785	0.21-0.22	-0.13	0	1	0	0	 - 
785-795	0.05-0.06	-2.82	0	4	0	0	 - 
785-795	0.07-0.08	-11.6	0	5	0	0	 - 
785-795	0.11-0.12	-2.08	0	1	0	0	 - 
785-795	0.12-0.13	-3.04	0	3	0	0	 - 
785-795	0.14-0.15	-4.48	0	1	0	0	 - 
785-795	0.15-0.16	-1.93	0	1	0	0	 - 
785-795	0.16-0.17	-0.28	0	1	0	0	 - 
785-795	0.21-0.22	-3.48	0	1	0	0	 - 
795-805	0.08-0.09	-0.56	0	2	0	0	 - 
795-805	0.16-0.17	-1.98	0	1	0	0	 - 
795-805	0.17-0.18	-3.38	0	1	0	0	 - 
795-805	0.26-0.27	-1.23	0	1	0	0	 - 
805-815	0.13-0.14	-1.98	0	1	0	0	 - 
805-815	0.15-0.16	-1.86	0	2	0	0	 - 
805-815	0.2-0.21	-3.48	0	1	0	0	 - 
805-815	0.22-0.23	-0.98	0	1	0	0	 - 
805-815	0.29-0.3	-1.48	0	1	0	0	 - 
815-825	0.08-0.09	-2.46	0	2	0	0	 - 
815-825	0.13-0.14	-4.46	0	2	0	0	 - 
815-825	0.15-0.16	-4.43	0	1	0	0	 - 
815-825	0.18-0.19	-2.98	0	1	0	0	 - 
815-825	0.21-0.22	-0.83	0	1	0	0	 - 
815-825	0.24-0.25	-2.78	0	1	0	0	 - 
815-825	0.25-0.26	-3.18	0	1	0	0	 - 
825-835	0.08-0.09	-2.38	0	1	0	0	 - 
825-835	0.09-0.1	-2.23	0	1	0	0	 - 
825-835	0.14-0.15	-0.28	0	1	0	0	 - 
825-835	0.2-0.21	-1.83	0	1	0	0	 - 
825-835	0.21-0.22	-3.56	0	2	0	0	 - 
825-835	0.26-0.27	-6.21	0	2	0	0	 - 
835-845	0.14-0.15	-2.26	0	2	0	0	 - 
835-845	0.15-0.16	-11.13	0	1	0	0	 - 
835-845	0.2-0.21	-4.78	0	1	0	0	 - 
845-855	0.09-0.1	-0.88	0	1	0	0	 - 
845-855	0.16-0.17	-2.08	0	1	0	0	 - 
855-865	0.05-0.06	-0.41	0	2	0	0	 - 
855-865	0.11-0.12	-1.68	0	1	0	0	 - 
855-865	0.12-0.13	-0.48	0	1	0	0	 - 
855-865	0.13-0.14	-0.58	0	1	0	0	 - 
855-865	0.18-0.19	-0.28	0	1	0	0	 - 
865-875	0.08-0.09	-0.83	0	1	0	0	 - 
865-875	0.12-0.13	-4.64	0	3	0	0	 - 
865-875	0.13-0.14	-5.43	0	1	0	0	 - 
875-885	0.06-0.07	-1.48	0	1	0	0	 - 
875-885	0.11-0.12	-2.23	0	1	0	0	 - 
875-885	0.25-0.26	-1.73	0	1	0	0	 - 
885-895	0.15-0.16	-4.28	0	1	0	0	 - 
885-895	0.17-0.18	-10.46	0	2	0	0	 - 
885-895	0.19-0.2	-4.33	0	1	0	0	 - 
885-895	0.26-0.27	-0.88	0	1	0	0	 - 
895-905	0.05-0.06	-0.18	0	1	0	0	 - 
895-905	0.16-0.17	-2.28	0	1	0	0	 - 
895-905	0.21-0.22	-0.58	0	1	0	0	 - 
905-915	0.08-0.09	-2.81	0	2	0	0	 - 
905-915	0.1-0.11	-9.44	0	3	0	0	 - 
905-915	0.13-0.14	-0.63	0	1	0	0	 - 
905-915	0.14-0.15	-0.58	0	1	0	0	 - 
905-915	0.17-0.18	-1.48	0	1	0	0	 - 
915-925	0.07-0.08	-5.86	0	2	0	0	 - 
915-925	0.11-0.12	-3.13	0	1	0	0	 - 
915-925	0.16-0.17	-4.26	0	2	0	0	 - 
915-925	0.18-0.19	-1.03	0	1	0	0	 - 
915-925	0.23-0.24	-2.68	0	1	0	0	 - 
925-935	0.07-0.08	-7.83	0	1	0	0	 - 
925-935	0.08-0.09	-0.28	0	1	0	0	 - 
925-935	0.09-0.1	-3.66	0	2	0	0	 - 
925-935	0.17-0.18	-12.46	0	2	0	0	 - 
925-935	0.18-0.19	-1.88	0	1	0	0	 - 
925-935	0.24-0.25	-0.88	0	1	0	0	 - 
925-935	0.27-0.28	-6.38	0	1	0	0	 - 
935-945	0.09-0.1	-0.28	0	1	0	0	 - 
935-945	0.21-0.22	-0.28	0	1	0	0	 - 
945-955	0.1-0.11	-0.68	0	1	0	0	 - 
945-955	0.14-0.15	-2.48	0	1	0	0	 - 
945-955	0.16-0.17	-1.38	0	1	0	0	 - 
945-955	0.17-0.18	-2.28	0	1	0	0	 - 
945-955	0.18-0.19	-0.28	0	1	0	0	 - 
945-955	0.22-0.23	-25.73	0	1	0	0	 - 
955-965	0.08-0.09	-2.39	0	3	0	0	 - 
955-965	0.12-0.13	-2.33	0	1	0	0	 - 
955-965	0.2-0.21	-2.28	0	1	0	0	 - 
965-975	0.11-0.12	-0.28	0	1	0	0	 - 
965-975	0.12-0.13	-1.68	0	1	0	0	 - 
965-975	0.14-0.15	-2.58	0	1	0	0	 - 
965-975	0.15-0.16	-0.28	0	1	0	0	 - 
965-975	0.16-0.17	-4.96	0	2	0	0	 - 
965-975	0.17-0.18	-0.98	0	1	0	0	 - 
965-975	0.2-0.21	-4.28	0	1	0	0	 - 
965-975	0.21-0.22	-2.23	0	1	0	0	 - 
965-975	0.23-0.24	-1.83	0	1	0	0	 - 
975-985	0.06-0.07	-3.36	0	2	0	0	 - 
975-985	0.08-0.09	-1.78	0	1	0	0	 - 
975-985	0.14-0.15	-1.18	0	1	0	0	 - 
975-985	0.17-0.18	-2.78	0	1	0	0	 - 
975-985	0.2-0.21	-6.08	0	1	0	0	 - 
975-985	0.25-0.26	-4.68	0	1	0	0	 - 
985-995	0.05-0.06	-0.53	0	1	0	0	 - 
985-995	0.08-0.09	-0.81	0	2	0	0	 - 
985-995	0.15-0.16	-1.58	0	1	0	0	 - 
995-1005	0.04-0.05	-7.64	0	3	0	0	 - 
995-1005	0.07-0.08	-1.76	0	2	0	0	 - 
995-1005	0.08-0.09	-1.11	0	2	0	0	 - 
995-1005	0.12-0.13	-6.14	0	3	0	0	 - 
995-1005	0.13-0.14	-0.78	0	1	0	0	 - 
995-1005	0.16-0.17	-0.28	0	1	0	0	 - 
995-1005	0.17-0.18	-0.28	0	1	0	0	 - 
995-1005	0.2-0.21	-6.23	0	1	0	0	 - 
1005-1015	0.09-0.1	-0.28	0	1	0	0	 - 
1005-1015	0.13-0.14	-1.98	0	1	0	0	 - 
1005-1015	0.15-0.16	-1.38	0	1	0	0	 - 
1005-1015	0.21-0.22	-3.56	0	2	0	0	 - 
1005-1015	0.25-0.26	-4.18	0	1	0	0	 - 
1015-1025	0.08-0.09	-1.16	0	2	0	0	 - 
1015-1025	0.1-0.11	-0.93	0	1	0	0	 - 
1015-1025	0.12-0.13	-0.08	0	1	0	0	 - 
1015-1025	0.14-0.15	-4.31	0	2	0	0	 - 
1015-1025	0.15-0.16	-2.93	0	1	0	0	 - 
1015-1025	0.22-0.23	-1.68	0	1	0	0	 - 
1015-1025	0.24-0.25	-2.08	0	1	0	0	 - 
1025-1035	0.27-0.28	-0.28	0	1	0	0	 - 
1035-1045	0.03-0.04	-12.18	0	11	0	0	 - 
1035-1045	0.06-0.07	-0.03	0	1	0	0	 - 
1035-1045	0.07-0.08	-8.85	0	5	0	0	 - 
1035-1045	0.1-0.11	-8.59	0	3	0	0	 - 
1035-1045	0.12-0.13	-2.68	0	1	0	0	 - 
1035-1045	0.15-0.16	-0.28	0	1	0	0	 - 
1045-1055	0.14-0.15	-2.08	0	1	0	0	 - 
1045-1055	0.17-0.18	-5.06	0	2	0	0	 - 
1055-1065	0.08-0.09	-5.18	0	1	0	0	 - 
1055-1065	0.15-0.16	-0.28	0	1	0	0	 - 
1055-1065	0.16-0.17	-0.28	0	1	0	0	 - 
1055-1065	0.21-0.22	-0.98	0	1	0	0	 - 
1065-1075	0.04-0.05	-0.63	0	1	0	0	 - 
1065-1075	0.07-0.08	-2.64	0	3	0	0	 - 
1065-1075	0.08-0.09	-0.08	0	1	0	0	 - 
1065-1075	0.09-0.1	-2.98	0	1	0	0	 - 
1065-1075	0.13-0.14	-0.58	0	1	0	0	 - 
1065-1075	0.14-0.15	-1.48	0	1	0	0	 - 
1065-1075	0.15-0.16	-1.48	0	1	0	0	 - 
1075-1085	0.16-0.17	-1.18	0	1	0	0	 - 
1075-1085	0.19-0.2	-2.38	0	1	0	0	 - 
1075-1085	0.26-0.27	-0.68	0	1	0	0	 - 
1085-1095	0.06-0.07	-4.58	0	1	0	0	 - 
1085-1095	0.16-0.17	-6.98	0	1	0	0	 - 
1085-1095	0.17-0.18	-6.08	0	1	0	0	 - 
1095-1105	0.09-0.1	-0.28	0	1	0	0	 - 
1095-1105	0.14-0.15	-1.58	0	1	0	0	 - 
1095-1105	0.16-0.17	-3.98	0	1	0	0	 - 
1105-1115	0.03-0.04	-1.46	0	2	0	0	 - 
1105-1115	0.06-0.07	-0.69	0	3	0	0	 - 
1105-1115	0.07-0.08	-2.73	0	1	0	0	 - 
1105-1115	0.08-0.09	-0.38	0	1	0	0	 - 
1105-1115	0.14-0.15	-0.38	0	1	0	0	 - 
1105-1115	0.16-0.17	-1.13	0	1	0	0	 - 
1115-1125	0.04-0.05	-1.71	0	2	0	0	 - 
1115-1125	0.09-0.1	-0.88	0	1	0	0	 - 
1115-1125	0.1-0.11	-1.23	0	1	0	0	 - 
1115-1125	0.11-0.12	-1.18	0	1	0	0	 - 
1115-1125	0.25-0.26	-8.16	0	2	0	0	 - 
1125-1135	0.05-0.06	-0.18	0	1	0	0	 - 
1125-1135	0.07-0.08	-2.51	0	2	0	0	 - 
1125-1135	0.1-0.11	-10.61	0	2	0	0	 - 
1125-1135	0.24-0.25	-4.43	0	1	0	0	 - 
1135-1145	0.15-0.16	-3.38	0	1	0	0	 - 
1145-1155	0.06-0.07	-5.23	0	1	0	0	 - 
1145-1155	0.2-0.21	-2.78	0	1	0	0	 - 
1155-1165	0.14-0.15	-3.56	0	2	0	0	 - 
1155-1165	0.15-0.16	-0.28	0	1	0	0	 - 
1155-1165	0.16-0.17	-2.41	0	2	0	0	 - 
1165-1175	0.04-0.05	-0.53	0	1	0	0	 - 
1165-1175	0.06-0.07	-4.08	0	1	0	0	 - 
1165-1175	0.08-0.09	-0.38	0	1	0	0	 - 
1165-1175	0.11-0.12	-5.06	0	2	0	0	 - 
1165-1175	0.17-0.18	-1.76	0	2	0	0	 - 
1175-1185	0.07-0.08	-4.31	0	2	0	0	 - 
1175-1185	0.16-0.17	-3.78	0	1	0	0	 - 
1185-1195	0.16-0.17	-1.28	0	1	0	0	 - 
1185-1195	0.25-0.26	-2.08	0	1	0	0	 - 
1195-1205	0.13-0.14	-1.08	0	1	0	0	 - 
1195-1205	0.15-0.16	-0.28	0	1	0	0	 - 
1195-1205	0.26-0.27	-3.23	0	1	0	0	 - 
1205-1215	0.01-0.02	-5.02	0	4	0	0	 - 
1215-1225	0.05-0.06	-0.63	0	1	0	0	 - 
1215-1225	0.08-0.09	-0.68	0	1	0	0	 - 
1215-1225	0.09-0.1	-2.28	0	1	0	0	 - 
1215-1225	0.15-0.16	-1.88	0	1	0	0	 - 
1225-1235	0.07-0.08	-2.36	0	2	0	0	 - 
1225-1235	0.16-0.17	-0.98	0	1	0	0	 - 
1225-1235	0.19-0.2	-1.18	0	1	0	0	 - 
1235-1245	0.04-0.05	-1.71	0	2	0	0	 - 
1235-1245	0.14-0.15	-2.33	0	1	0	0	 - 
1235-1245	0.21-0.22	-0.48	0	1	0	0	 - 
1235-1245	0.27-0.28	-2.08	0	1	0	0	 - 
1245-1255	0.11-0.12	-1.63	0	1	0	0	 - 
1245-1255	0.19-0.2	-0.28	0	1	0	0	 - 
1245-1255	0.22-0.23	-1.28	0	1	0	0	 - 
1255-1265	0.04-0.05	-4.29	0	3	0	0	 - 
1255-1265	0.06-0.07	-0.13	0	1	0	0	 - 
1255-1265	0.09-0.1	-0.28	0	1	0	0	 - 
1255-1265	0.1-0.11	-0.28	0	1	0	0	 - 
1255-1265	0.19-0.2	-1.38	0	1	0	0	 - 
1265-1275	0.07-0.08	-1.13	0	1	0	0	 - 
1265-1275	0.09-0.1	-4.78	0	1	0	0	 - 
1265-1275	0.1-0.11	-3.18	0	1	0	0	 - 
1265-1275	0.13-0.14	-2.98	0	1	0	0	 - 
1265-1275	0.14-0.15	-1.18	0	1	0	0	 - 
1265-1275	0.17-0.18	-0.28	0	1	0	0	 - 
1265-1275	0.18-0.19	-11.36	0	2	0	0	 - 
1275-1285	0.06-0.07	-0.78	0	1	0	0	 - 
1275-1285	0.11-0.12	-0.93	0	1	0	0	 - 
1275-1285	0.16-0.17	-1.73	0	1	0	0	 - 
1285-1295	0.07-0.08	-0.28	0	1	0	0	 - 
1285-1295	0.15-0.16	-0.48	0	1	0	0	 - 
1295-1305	0.08-0.09	-0.68	0	1	0	0	 - 
1295-1305	0.09-0.1	-5.84	0	3	0	0	 - 
1295-1305	0.11-0.12	-0.28	0	1	0	0	 - 
1295-1305	0.15-0.16	-1.08	0	1	0	0	 - 
1295-1305	0.19-0.2	-3.98	0	1	0	0	 - 
1295-1305	0.22-0.23	-0.48	0	1	0	0	 - 
1305-1315	0.02-0.03	-5.64	0	3	0	0	 - 
1305-1315	0.05-0.06	-0.23	0	1	0	0	 - 
1305-1315	0.07-0.08	-5.41	0	2	0	0	 - 
1305-1315	0.1-0.11	-2.93	0	1	0	0	 - 
1305-1315	0.15-0.16	-1.58	0	1	0	0	 - 
1305-1315	0.2-0.21	-3.78	0	1	0	0	 - 
1305-1315	0.25-0.26	-4.28	0	1	0	0	 - 
1315-1325	0.01-0.02	-2.79	0	3	0	0	 - 
1315-1325	0.05-0.06	-2.03	0	1	0	0	 - 
1315-1325	0.06-0.07	-0.13	0	1	0	0	 - 
1315-1325	0.07-0.08	-1.88	0	1	0	0	 - 
1315-1325	0.1-0.11	-1.58	0	1	0	0	 - 
1325-1335	0.03-0.04	-1.46	0	2	0	0	 - 
1325-1335	0.06-0.07	-1.98	0	1	0	0	 - 
1325-1335	0.1-0.11	-0.28	0	1	0	0	 - 
1335-1345	0.04-0.05	-2.51	0	2	0	0	 - 
1335-1345	0.06-0.07	-3.08	0	1	0	0	 - 
1335-1345	0.14-0.15	-1.53	0	1	0	0	 - 
1335-1345	0.15-0.16	-0.13	0	1	0	0	 - 
1335-1345	0.21-0.22	-0.68	0	1	0	0	 - 
1345-1355	0.06-0.07	-1.58	0	1	0	0	 - 
1345-1355	0.07-0.08	-6.39	0	3	0	0	 - 
1345-1355	0.14-0.15	-2.28	0	1	0	0	 - 
1345-1355	0.18-0.19	-2.38	0	1	0	0	 - 
1355-1365	0.07-0.08	-1.58	0	1	0	0	 - 
1355-1365	0.11-0.12	-0.98	0	1	0	0	 - 
1355-1365	0.15-0.16	-2.83	0	1	0	0	 - 
1365-1375	0.06-0.07	-0.13	0	1	0	0	 - 
1365-1375	0.18-0.19	-6.58	0	1	0	0	 - 
1365-1375	0.23-0.24	-0.68	0	1	0	0	 - 
1375-1385	0.05-0.06	-0.63	0	1	0	0	 - 
1375-1385	0.25-0.26	-2.93	0	1	0	0	 - 
1385-1395	0.05-0.06	-0.43	0	1	0	0	 - 
1385-1395	0.07-0.08	-2.08	0	1	0	0	 - 
1385-1395	0.11-0.12	-0.08	0	1	0	0	 - 
1385-1395	0.14-0.15	-1.38	0	1	0	0	 - 
1385-1395	0.2-0.21	-1.86	0	2	0	0	 - 
1385-1395	0.24-0.25	-2.53	0	1	0	0	 - 
1395-1405	0.05-0.06	-3.31	0	2	0	0	 - 
1395-1405	0.06-0.07	-4.23	0	1	0	0	 - 
1395-1405	0.07-0.08	-7.61	0	2	0	0	 - 
1395-1405	0.17-0.18	-24.88	0	1	0	0	 - 
1395-1405	0.22-0.23	-2.38	0	1	0	0	 - 
1405-1415	0.02-0.03	-2.46	0	2	0	0	 - 
1405-1415	0.08-0.09	-6.48	0	1	0	0	 - 
1405-1415	0.11-0.12	-0.13	0	1	0	0	 - 
1405-1415	0.13-0.14	-0.28	0	1	0	0	 - 
1405-1415	0.14-0.15	-0.58	0	1	0	0	 - 
1405-1415	0.25-0.26	-2.13	0	1	0	0	 - 
1405-1415	0.27-0.28	-0.28	0	1	0	0	 - 
1415-1425	0.09-0.1	-8.31	0	2	0	0	 - 
1415-1425	0.12-0.13	-3.98	0	1	0	0	 - 
1415-1425	0.14-0.15	-11.96	0	2	0	0	 - 
1415-1425	0.16-0.17	-0.88	0	1	0	0	 - 
1425-1435	0.07-0.08	-0.28	0	1	0	0	 - 
1425-1435	0.11-0.12	-0.53	0	1	0	0	 - 
1425-1435	0.13-0.14	-5.18	0	1	0	0	 - 
1425-1435	0.19-0.2	-1.98	0	1	0	0	 - 
1435-1445	0.02-0.03	-0.53	0	1	0	0	 - 
1435-1445	0.1-0.11	-1.73	0	1	0	0	 - 
1435-1445	0.11-0.12	-1.56	0	2	0	0	 - 
1435-1445	0.23-0.24	-9.53	0	1	0	0	 - 
1435-1445	0.25-0.26	-1.86	0	2	0	0	 - 
1445-1455	0.05-0.06	-3.21	0	2	0	0	 - 
1445-1455	0.1-0.11	-2.68	0	1	0	0	 - 
1445-1455	0.12-0.13	-1.08	0	1	0	0	 - 
1445-1455	0.2-0.21	-6.68	0	1	0	0	 - 
1455-1465	0.08-0.09	-2.31	0	2	0	0	 - 
1455-1465	0.12-0.13	-0.28	0	1	0	0	 - 
1455-1465	0.13-0.14	-2.23	0	1	0	0	 - 
1455-1465	0.14-0.15	-0.13	0	1	0	0	 - 
1455-1465	0.23-0.24	-2.78	0	1	0	0	 - 
1465-1475	0.03-0.04	-0.28	0	1	0	0	 - 
1465-1475	0.06-0.07	-5.28	0	1	0	0	 - 
1465-1475	0.07-0.08	-2.08	0	1	0	0	 - 
1465-1475	0.08-0.09	-0.13	0	1	0	0	 - 
1465-1475	0.09-0.1	-0.68	0	1	0	0	 - 
1475-1485	0.03-0.04	-3.87	0	4	0	0	 - 
1475-1485	0.19-0.2	-0.13	0	1	0	0	 - 
1485-1495	0.1-0.11	-1.33	0	1	0	0	 - 
1485-1495	0.18-0.19	-4.11	0	2	0	0	 - 
1485-1495	0.25-0.26	-18.88	0	1	0	0	 - 
1495-1505	0.04-0.05	-0.13	0	1	0	0	 - 
1505-1515	0.03-0.04	-0.13	0	1	0	0	 - 
1515-1525	0.03-0.04	-3.44	0	3	0	0	 - 
